;Tweets;Weekday;Month;DayOfMonth;Hour;Min;Sec;Year;sentiment
14556;@BrianGibson13 @citizencorpsldn Yeay, save me a spot:-) #enroute;Tue;Nov;20;22;13;49;2012;0.4939
14557;Masa bnyak duit mesti pura2 kere gitu.. :P;Tue;Nov;20;22;15;20;2012;0.4084
14558;@Apple_Dom hahahaha.. Alar 1K bukan bnyak pon. Come2 beli cepat. Haha;Tue;Nov;20;22;16;25;2012;0.4588
14559;Bawel tar di cubit loh (¬_¬) RT @adityoNp: Cepetan ke air eceu bnyak ilernya tuh hahaha=)));Tue;Nov;20;22;17;47;2012;0.0
14560;Dgr lagu a thousand years jd inget merid'an Edward sama Bella..tapi maunya dipante,pake bunga" yg bnyk trus ada rumputnya..(<U+2267><U+25BD><U+2266>)<U+3065>;Tue;Nov;20;22;25;57;2012;0.0
14561;Whole Foods Market $WFM jumped 2% after Goldman Sachs upgraded the stock - Price Target $106;Tue;Nov;20;22;29;35;2012;0.0
14562;Ini film , bukn sinetron :\ RT @novwindu: sinetron kan jg bnyk di tipi2 RT: @novalyandt: Bagus dong , mknya nontn :p RT @novwindu: apasih;Tue;Nov;20;22;31;59;2012;-0.0772
14563;wow! bnynye. aahhahaha tersndar aq. hahahha;Wed;Nov;21;6;36;42;2012;0.6239
14564;L kmrn gmnjmn jaket!bsah keujanan,sakit *wkwk mana bnyk pr-_- RT@annisaaish: O lo ngapa gak masuk RT @thyqhabhawell: Ialah w masa setan-_=;Wed;Nov;21;6;37;3;2012;0.0
14565;itu la,bnyk sngt spender..kan dh tak terjaga hahaa;Wed;Nov;21;6;37;13;2012;0.0
14566;invite my pin please 229EC0E2, gak sengaja keformat bbnya . maaf :(;Wed;Nov;21;6;37;15;2012;0.0
14567;@JoyKarley definitely need to look into alternatives. I've heard Wells Fargo gets you money next day too. BofA reporting is a joke.;Wed;Nov;21;6;39;48;2012;0.7096
14568;Sip, mkn yng bnyk smpe knyang yo premanRT @MauraIstiqlalia: Iyo jay, aman {} RT @Jayzsan Iyo coy :* kgek balek sklah lngsg balek yo, istrhat;Wed;Nov;21;6;41;45;2012;0.5423
14569;@ira_fatiha budok tu buat fake acc ask.fm . Eby kn tkdk acc tu, pahtu dia ngaku dia eby dia ktuk kwan2 eby , dorg pun mmg bash eby la jwbnye;Wed;Nov;21;6;43;30;2012;-0.4767
14570;RT @dwitasaridwita: Buat berbagi ga harus nunggu sempurna. Itu sebabnya Indonesia memerhatikan Gaza walaupun negara sendiri masih berkembang;Wed;Nov;21;6;47;25;2012;0.0
14571;Haha sy jg bnyak toh RT @reyni_nurdin: Mdd..klo sy baxk spek2ku haha RT "@ndengg: Sy jg ple deh ikut spekmu haha RT ... http://t.co/b0Y7iO5f;Wed;Nov;21;6;48;42;2012;0.8402
14572;@qywaaa hahaha ! Lama-lama , bosanlah juga ? Sebabnya , tak ada sesiapa nak mesej dengan kita . Hehehe !;Wed;Nov;21;6;52;52;2012;0.6351
14573;penyelesaian demam panas , amek ais bnyak2 , pecah2 kn dlm baldi air , then msuk kn air . then mandi puas2 . huh . puas aty aku ...;Wed;Nov;21;6;56;44;2012;0.0
14574;Make sure we go thru life everyday dapatkn pahala bnyk2,since dosa kita selalu nye bnyk,start wif alhamdulilah every time we wake up;Wed;Jan;4;1;56;52;2012;0.3182
14575;Ahh galau yaa? RT @IchaIchaIcha_: hhe , kan rjin update kka :DRT @kikojjver: Ya ampuun tweet mu plng bnyak di TL ku RT @IchaIchaIcha_: kapan;Wed;Jan;4;1;59;15;2012;0.0
14576;Siip heheRT @bellalabo: Oleh2 yg bny"@ekameifiliyanti: Makenye cepat balek .blikan aku stik keladi pedas yeh (´<U+2323>`<U+0283><U+01AA>) RT @Irvan72gar: Tidak;Wed;Jan;4;2;0;15;2012;0.0
14577;RT @iqraprayogo #openfollow #jfb #jfbnya bantu #teamfollowback #nomention #nofollback :o;Wed;Jan;4;2;1;18;2012;-0.1027
14578;Eeeh ada odit :d DM ajah nnti pinnya yaa .pin aku yg lamaaa udaah gatau kemana bbnya haha  RT @dvnpramudita: ... http://t.co/LAwPJ00H;Wed;Jan;4;2;4;0;2012;0.743
14579;@CabbazMelz cz bnyk org yg bersihkan hidungnya RT @MentionKe: #MentionKe temen lo yg slalu jaga kebersihan hidungnya ( via @gedds_gracia );Wed;Jan;4;2;4;8;2012;0.0
14580;@dee_haly nasi kuning dikampuang bnyk..;Wed;Jan;4;2;5;33;2012;0.0
14581;RT @MOHMMDIQBAL Jdi intinya klo bnyak rjki bnyk jg yg mw dbli...ga ada rjki ga ada yg kpkiran mw bli apa...;Wed;Jan;4;2;14;34;2012;0.0
14582;@Crhomayu nah Lo add aja tuh fbnya.. Hehe tp gw lupa apa ya fbnya;Wed;Feb;1;16;10;1;2012;-0.1027
14583;Wells Fargo Advantage Funds launches mobile site via Near Field Communication (NFC) / Smart mCommerce #NFC ... http://t.co/Krv4abYQ;Wed;Feb;1;16;14;48;2012;0.6908
14584;Abis duitny,,motta jual guarin dtg :D RT @Heris_Ardian: Awak bnyak duit baru jual motta.. RT @ChocoTula Biarlah klo cm ntu,,;Wed;Feb;1;16;14;55;2012;0.6166
14585;aamiin jo, RT @joanrossi: Kyknya yg ngambil tema SDA bakal bnyk referensi dr chow, linsley, seyhan, thornthwaite,... http://t.co/BfVT5xXS;Wed;Feb;1;16;17;5;2012;0.0
14586;Homeowners Bill of Rights = Goldman Sachs + DNC are your 'gods' who you should bow to for the crumbs they give you, Sheeple! #tcot;Wed;Feb;1;16;19;43;2012;0.0
14587;Facebook Is Said to Pick Morgan Stanley for Initial Offering - BusinessWeek: CBC.caFacebook Is Said ... http://t.co/mrYkEWCT #Tech #News;Wed;Feb;1;16;20;18;2012;0.0
14588;Tgs bnyk buat bsokk,, (<U+0E07>ˆ<U+30EE>ˆ)<U+0E07> ciayoo;Wed;Feb;1;16;21;24;2012;0.0
14589;@cik_didi bnyk x didi?;Wed;Feb;1;16;22;2;2012;0.0
14590;Wah , bnyak juga iya yang masih melek . So , mau ngapain nih ?

*ratna*;Wed;Feb;1;16;23;17;2012;0.0
14591;@Citizen58 its throbbing!!!!!! :(;Wed;Feb;1;16;23;31;2012;-0.6209
14592;Dulu d rumah sakit bnyk yg nemenin ,sekarang sepi huhuhu kgn si "nganu";Wed;Feb;1;16;25;10;2012;0.0
14593;@NaNaDl3 3asht 3asht 7or .., bnyty al7boba :p;Wed;Feb;1;16;26;26;2012;0.25
14594;Wells Fargo completes purchase of Burdale Financial  http://t.co/kODvbrbT;Wed;Feb;1;16;27;18;2012;0.25
14595;dr kmaren dbwah anggaran yg direncanain, tapi masih bnyak yg mnggu di blakang, hohoho...it's okay;Wed;Feb;1;16;27;54;2012;0.2263
14596;RT @WellsFargo: #WellsFargo named most valuable bank brand in the U.S., http://t.co/x6jVTVWR;Wed;Feb;1;16;28;7;2012;0.5256
14597;<U+01AA>ª<U+018D><U+0390> bnyak tugas ini :( RT "@Bibiwoktav: belum,kamu? RT @ArifJambul: Kamu belom ngantuk? RT "@Bibiwoktav: boboan, kamu? RT @ArifJambu;Wed;Feb;1;16;31;54;2012;-0.533
14598;RT @Chaasha: @epicipirili jgn tanya kak, bnyak" sabar <U+02D8>°<U+02D8>;Wed;Nov;21;14;52;0;2012;0.0
14599;Masa cuman kw aja yg bsa bnyak? ~(<U+FFE3><U+25BD><U+FFE3>~)(~<U+FFE3><U+25BD><U+FFE3>)~ RT @Nandanabimantra: Bnyak btul cwe metion kau wkwk "@bangnovar: apalagi? yampuun RT @Nand...;Wed;Nov;21;14;53;39;2012;0.0
14600;Jawabnya yaaa : "emangnya kamu perna nyariin aku??"  *ngerasa* *pedean* *kepo* *soksokdpnyaterujupadaku* wkwkwkwk;Wed;Nov;21;14;54;1;2012;0.0
14601;RT @3arefelnas: #3arefelnas ely te2olak yabny ana mabazakersh w basheel mawad w homa aslan da7ee7a w bey2afelo;Wed;Nov;21;14;55;14;2012;0.0
14602;naya nada yuni"@KatmaiClass: #KatmaiAsk anggota pasjubnya siapa aja yaaaaa dikatmai?";Wed;Nov;21;14;55;28;2012;0.0
14603;@anm_izaya kbnykn org indo mah dibilangin ttep aja ngotot (:3)rz gatau deh ... /mingcry/ dulu udah pernah bilangin slh1 sih ttp g mempan;Wed;Nov;21;14;56;0;2012;0.0
14604;Bbnya ga off kok nad @naurelyasha;Wed;Nov;21;14;58;7;2012;0.0
14605;Iyoo cemungud "@Aiiu_Riscye: Awak cantik galau, rugi :D msh bnyk yg lbh baik oo "@MarlinaYushar: Asli mu haha "@Aiiu_Riscye: Hahahah ga;Wed;Nov;21;14;58;56;2012;0.7925
14606;Lakutappe' mako nunu-_-sannang mko,jammeko bnyak omong.husst "@begoodt: @khikyrezkyeqhy iopaeng tp percuma tongji kalo seumpamanya namaapk;Wed;Nov;21;14;58;56;2012;0.0
14607;citibank hall é o pior lugar pra show que ja fui;Wed;Nov;21;14;59;3;2012;0.0
14608;@maera33 haha.. patut la bnyk gelak.. minum redbull rupenyer~ :p;Wed;Nov;21;14;59;12;2012;0.25
14609;Pgn ngerasain jd kamu, bnyk yg syg:');Wed;Nov;21;14;59;42;2012;0.0
14610;@Myra_Zaynal ouh cmtu ea.,tp xnk bnyk lak kdt al0ng kn..hahaha..tunlaa mxs nie kdg2 pning laa..payah2 mxs..hahahah..;Wed;Nov;21;15;2;28;2012;0.0
14611;Tebek tuh yg dagingnya bnyk, untung aja klo lgy naek motor dia gw pegangin, kalo kga terbang dia"@diassidias: tebek ... http://t.co/oylxhTJM;Wed;Nov;21;15;4;53;2012;0.0
14612;yess~ aku tersenyum :)  bukan kau penyebabnya.;Wed;Nov;21;15;5;17;2012;0.4588
14613;@KLIKdanBELANJA Contact BBM sedikit? Customernya itu2 aja? MAU bnyk yg ORDER? Mau ningkatin OMSET Penjualan? Add Pin:30934490 ^^. #medan;Wed;Nov;21;15;6;20;2012;0.0
14614;@fatinulya message ke fb aja syg..friend req nya bnyak bgt;Wed;Nov;21;15;6;35;2012;0.0
14615;@Maria_Ivanko : oke thank you Very much harus dihapus karena disinj bnyak stallker -__-;Wed;Nov;21;15;6;59;2012;0.3612
14616;Gk usah bnyk ngeluh (<U+02C7>o<U+02C7>)-c&lt;<U+02C7>_<U+02C7>) RT @PutraSudrajat Pusing menghafal ,mending ini modul di bakar terus debu nya di rebus dan air nya di minum;Wed;Nov;21;15;8;56;2012;0.0
14617;Akakak tau aja nih yaa sikaka=))))RT "@KidiweeKiki: Kerjain atuh jangan pacaran ajaa .-."@anitaagustin1: Iya kaka ih da bnyk tgas aduuuuh-_-;Wed;Nov;21;15;9;0;2012;0.0
14618;:)) RT @hernaldiskpm: Oh gada sebabnya yah? Yaudah RT "@ddesilvani: makasih aja :) ga boleh? RT @hernaldiskpm: Makasih;Wed;Nov;21;15;9;38;2012;0.5204
14619;@BieberIndonesia seneng nya punya bnyk temen yang udah kayak keluarga dan kadang nyeseknya dikelas bnyk yg ngejek gajelas #BeliebersSharing;Wed;Nov;21;15;9;46;2012;0.0
14620;@fitrawwrr @prisyaaa kalo ambigu, brti bnyak yg digalaui :p;Wed;Nov;21;15;11;18;2012;0.25
14621;@Y7bny1 <U+0648><U+0634> <U+0646><U+0635> <U+0625><U+0644><U+0627> <U+0627><U+062E><U+062A><U+0631><U+0642><U+062A><U+0647><U+0627> <U+0648><U+062A><U+0633><U+0630><U+0623>:(<U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647>;Wed;Nov;21;15;12;34;2012;0.0
14622;knape Kbnykan bende yg kite sker sbnarnye x elok?????sape ar yg wjudkan bnde yg kite sker t'sebut????;Wed;Nov;21;15;12;52;2012;0.0
14623;Mau makan, mls. Mau tdr, bnyk nyamuk. Oke curhat;;)-_-;Wed;Nov;21;15;13;9;2012;0.0
14624;I just ousted Doug K. as the mayor of Wells Fargo on @foursquare! http://t.co/hfF8TNqO;Wed;Nov;21;15;14;16;2012;0.3164
14625;bnyk.an cugak nyo.;Wed;Nov;21;15;16;43;2012;0.0
14626;RT @tulisanpendek: Jangan terus menyesali kegagalanmu, yg terpenting bkn seberapa bnyk kegagalanmu, tetapi seberapa bnyk kita mampu bang ...;Wed;Nov;21;15;16;48;2012;0.0
14627;@lily188iu halo aiyu..oh ya haha mian hbsnya bnyk yg ganti chara luna jd bingung..btw gmn kbrnya?:D;Wed;Nov;21;23;40;15;2012;0.4588
14628;@safitrini aku gk bisa dateng weekend ini, aku masih di jawa tengah.. aku lgi bnyk kerjaan ni di skolah, balik ke bgor pling akhir dsmber :(;Wed;Nov;21;23;51;23;2012;-0.4404
14629;Stop penyebabnya,perbanyak skin2skin contact,twri PD tiap tmpk ingin menyusu "@feinech: min gmn cara mengatasi baby yg binggung puting?";Wed;Nov;21;23;56;27;2012;-0.296
14630;@jacobnygard 6316729071 hmu;Wed;Nov;21;23;59;37;2012;0.0
14631;2H1M,300ribu per\orang,tapi klo orangnya lebih bnyak age bisa lebih murah tha"@tytahidayat: @Aeya_may_may biaya brp ?? Truz nginep brp hri ?;Thu;Nov;22;7;58;20;2012;0.0
14632;Itu yg malees RT @Tereza_1969: rekam pake kamera video, upload ke youtube, bnyk cara  RT @Saa_nissaa: Abg ... (cont)  http://t.co/tXMp9D50;Thu;Nov;22;7;59;40;2012;0.0
14633;@NanaHwa93 cewahh bnyak nuu , sila topup kat checkkk skitt nuu .;Thu;Nov;22;8;0;44;2012;0.0
14634;@fitricayankolga Follow @JBee1DGreyson &amp; @Fairyflyshop &amp; @Veddict_FShop gy adain kuis hadiah bnyak #JBee1DGreysonQuiz 666;Thu;Nov;22;8;1;31;2012;0.0
14635;@IndosatCare udah saya aktifin nih. Tetep aja gak aktif. Padahalsudah 3G plus ada lambang bbnya. Pulsa saya kesedot lagi ini. Sudah 10rebu;Thu;Nov;22;8;1;32;2012;0.0
14636;Ape aku nak jwp ngn papa ni.uish!tkot2.alasan kene bnyk.;Thu;Nov;22;8;3;50;2012;0.0
14637;RT @freetauhid: Seandainya gerakan kh Ahmad dahlan dberi nama dahlanisme atau dahlaniah mungkin nasibnya akan sperti wahabi.. untung dis ...;Thu;Nov;22;8;6;26;2012;0.0
14638;wakakaka :D RT @Gloryyy48: Apa2 gw apa2 gw apa juga gw :( RT "wiramahardhika: bilangim sama bapak kalo ngasi pr jgn bnyak2;Thu;Nov;22;8;7;24;2012;0.2808
14639;Yadong wkwk:p"@RabelJuladika: Iyaiya pendiem ngeetss :p sangatdansangat haha RT @yyunmryni: Aku pendiem kok ga bnyk (cont) http://t.co/VxcNL;Thu;Nov;22;8;7;30;2012;0.6124
14640;@wawanbelo doa bnyk bnyk.  I know you can do it syg;Thu;Nov;22;8;9;15;2012;-0.5106
14641;@fandie_berkicau @detiktravel nnti dh lg bnyk pngluarn tau dr pmasukan;Thu;Nov;22;8;9;19;2012;0.0
14642;Deng atuh :( RT @YuriPrAd: satu aja blm tntu terkabul hhaha "@Lilinnnnn: aaminnin yg bnyak dong RT @YuriPrAd: Aminnn "@Lilinnnnn:;Thu;Nov;22;8;10;11;2012;-0.4404
14643;Enelan, kan bnyak pelm2 baruu RT @poeScatt: Ahaha,ciyus?trus napa pengen nnton? :p RT @andriwong08: (cont) http://t.co/x2MXFeM7;Thu;Nov;22;8;11;52;2012;0.3313
14644;Eciehh ava di grand mall msti :p RT"@HyefitriCh: *eh hahaha iya ki <U+30C4> RT @avniiiii: Mbk fit gk ush pingin kan udh bnyk foto :p";Thu;Nov;22;8;16;50;2012;0.8779
14645;RT @TwitFAKTA: Kemandulan yang banyak dialami pria Amerika, salah satu penyebabnya adalah konsumsi makanan instan dan alkohol;Thu;Nov;22;8;17;44;2012;0.0
14646;RT @dwitasaridwita: Buat berbagi ga harus nunggu sempurna. Itu sebabnya Indonesia memerhatikan Gaza walaupun negara sendiri masih berkembang;Thu;Nov;22;8;20;52;2012;0.0
14647;Aduh madrid yg lbh bnyk aj ga sombong RT @aka_fattur: oh, iya liat kok, tpi udh ngoleksi tropy UCL nya brp ( <U+02D8><U+0361> -<U+02D8><U+0361>) RT @amhieistiadi Liat;Thu;Nov;22;16;22;28;2012;0.0
14648;Mention nya gadibls sama@salshaabilaa padahal udh bnyk bgt, bantuin ÐO<U+0361><U+0334><U+0334>.<U+032E>O<U+0361><U+0334><U+0334>ñg :(@TanIpees;Thu;Nov;22;16;25;57;2012;0.0
14649;Knp kamarku bnyak laronnya malam ini. #haiSsssshhh;Thu;Nov;22;16;26;2;2012;0.0
14650;RT @CitizenMi: Happy Thanksgiving you fucking turkeys;Thu;Nov;22;16;28;14;2012;0.5719
14651;Efff ma a7b a7d y'39bny 3ala shay ma a7ba;Thu;Nov;22;16;29;44;2012;0.0
14652;emang jacobnya mau?wkwk RT @MissAMinnn: -_-a ntar ditolongin sm jacob *o*"CNBJong90: *tambahan nya* dan (cont) http://t.co/7PW18cfA;Thu;Nov;22;16;30;5;2012;0.0
14653;RT @FaizalhahaVI: @NaimoshieeWawa Amboiiii... bnyaknya paper.. sbjek ada 4 ja.. :D;Thu;Nov;22;16;30;17;2012;0.6166
14654;tapi ga gini juga pa.. Haha RT @andika_yockie Ya gitu gitu saja kan.. :) RT @kristrikes1509: Tugas Saltrans gimana nasibnya?! Hahaha;Thu;Nov;22;16;33;16;2012;0.8718
14655;Wuuuhuu 2(y) "@sheraams: Mantabnya ical(y) RT @desyanaps: Sadap (Y) "sheraams: Dihatiku.....ada ical RT @desyanaps: @sheraams mana joy?"";Thu;Nov;22;16;34;25;2012;0.0
14656;Pening tgk brg ak bnyak sgt .. sem5 inshaa Allah ak bawak sikit ja brg;Thu;Nov;22;16;34;34;2012;0.0
14657;Hahaa, yo opo per, ga tmbh loro atimu, RT "@iechal_tm: Iya kasian bgt anak itu nenk :)) gak pernah sukses bnyak pilih2 sih @permatakasteria;Thu;Nov;22;16;35;2;2012;0.0
14658;K'bnyak'an tuh...II<U+0251>II<U+0251>II<U+0251> ..kenyang  <U+F8EB> nya..RT @agitha_np: Klo jam segini tuh led nya kedip merah terus dah ..;Thu;Nov;22;16;37;0;2012;0.0
14659;Curhat tentang gaza sama palestina ajalah besok ngejawabnya -_-;Thu;Nov;22;16;37;26;2012;0.0
14660;RT @nongqyuu: bnyak yg mati , bnyak pula yg lahir . muslim d dunia ini tdk akn prnh habis gnerasinya :-D;Thu;Nov;22;16;37;59;2012;0.6166
14661;RT @WOWKonyol: "Hey, apa kau berasal dr kelompok hamas atau fatah?" Tanya serdadu. "Saya bukan siapa2. Sy hanya petugas medis!" Jawabnya.;Thu;Nov;22;16;39;28;2012;0.0
14662;Mana aja boshe,,,eh bolee hahahaha RT @ruddcad: Makmak,adek yg mna ni bg?-____-RT @ayimjorge: Adek rudy,kan bnyak adek2 nya tu wkkwkwkw RT;Thu;Nov;22;16;39;44;2012;0.0
14663;@NSPDesy kbnykan nton big kdrama kau des;Thu;Nov;22;16;40;57;2012;0.0
14664;Stres Bunuh Libido Wanita: Ada banyak hal yang bisa memengaruhi gairah seks wanita. Beberapa faktor  penyebabnya... http://t.co/K62hAojO;Thu;Nov;22;16;41;7;2012;0.0
14665;@cindycl_ lu aja lah kasian kucing gw tuh udah bnyk luka, tpi kaga usah soalnya dia kabur :((;Thu;Nov;22;16;44;21;2012;0.0
14666;@citizenvintage yes!! By how much?;Fri;Nov;23;1;6;14;2012;0.508
14667;@oippp hi, cek page fb kami yuk: choco fashionshop <U+263A> ada jegging zara bnyk warna, hiwaist, hotpants, tas. linknya ada di bio yah. tq;Fri;Nov;23;1;6;55;2012;0.0
14668;RT@NabyllahZin: kerang senget aku belum khatam, ini kan mula dah masuk chapter kerang senyum. gagal test ah aku jawabnya;Fri;Nov;23;1;8;34;2012;0.0
14669;@louisbabie_yolo eh kava lo nyari qurdis sbnyk''nya .. trus gue juga nyari radilla juga, ntar kalo udh nyari pnya kta gbungin tgl dijlid;Fri;Nov;23;1;11;3;2012;0.0
14670;@ljbnyc1 yes. I was hoping to go to Walmart at 10 but I am still in the diner;Fri;Nov;23;1;12;1;2012;0.4118
14671;Tapi mesra2an :p haha RT@mpe_sofa: Haha gak pacaran ko cuman teman aja :p RT"@ASINGSONE: Keep romance yah.. Jgn pcran d klas bnyak yg envy;Fri;Nov;23;1;15;14;2012;0.8885
14672;jek tekok sm kta lgi trus blg sm mbny hotel lgi RT @OVA050698 : Koyne iyo :/ RT;Fri;Nov;23;1;17;39;2012;-0.34
14673;Wah ih parraaaah :<U+02D0><U+0317>`(<U+2609>,<U+2609>)<U+02D0><U+0316>´ "@mitmitaw: @sithapermataa bnyak yg blg beb :)";Fri;Nov;23;1;24;35;2012;0.0
14674;All polos,(Kaos,Polo,Raglan,&amp;LenganPanjang) bnyk warna,harga terjangkau (cek Bio) Cek favorites/mention/Sms(087898935253) via @myclotch;Fri;Nov;23;1;26;18;2012;0.0
14675;5. Dan selama kita penggarapan lagu, ada tamu istimewa lagi yaitu MAS BROMO *tiap abis maghrib muncul* sahabat karibnya si @adonMHGNT :p;Fri;Nov;23;9;25;14;2012;0.25
14676;udah bisa dong fbnya kebukaaaa :);Fri;Nov;23;9;27;39;2012;0.4588
14677;LOL RT @Bijiganja: gw dah pernah bilang,yg paling bnyk nyebut nama Tuhan itu ya Pornstar,dikit2 bilang 'Oh my God";Fri;Nov;23;9;30;0;2012;0.6841
14678;Seolah.olah bnyak rumahkuu.. N di sudiang, gg pulkamka' gang RT @wahyumks;Fri;Nov;23;9;30;33;2012;0.296
14679;RT @panda_telmi: Me : piye ya, krtu natal krg bnyk, tpi uang gk cukup bli lagi x_x | bella : Lha kw ngasih kartu natal ae kyk mbagi kert ...;Fri;Nov;23;9;31;43;2012;0.0
14680;Cb sih gmn crnya menghentikan peredaran Obat penenang dipasaran/ yg ktnya Obat buat Anjing Gila!biar gak mkin bnyk liat org Beleerr!leerr..;Fri;Nov;23;9;33;15;2012;0.0
14681;Dlm badan kita ada banyak AIR, tapi bila kulit terluka DARAH yg keluar. Dlm hati kita ada bnyk DARAH tp bila terluka AIRMATA yang keluar :');Fri;Nov;23;9;35;24;2012;0.5106
14682;@ViasooseoriSRO @kkabnyss haha. sulha fansny nisa yaa, kok tau sih u,u haha;Fri;Nov;23;9;36;12;2012;0.7184
14683;diucapin bnyk orang,dpt suprise dri shbt dll :D RT @Tweetnesian: #MomenBerkilau saat ultah ?;Fri;Nov;23;9;36;35;2012;0.6166
14684;RT @Faraazulkifli: @Hykmaaa Kalau aku set tahun depan lah jawabnya, kau ah set :p;Fri;Nov;23;9;36;57;2012;0.25
14685;Gua ketemu aslabnya tadi udh bilang gua , tot lu gw dtng lu balik RT @anedbego: @ariefalisabri hahaha si tolol, tadi yg ngesms gue siape?;Fri;Nov;23;9;37;25;2012;0.5574
14686;Kampus rame lgi ini.. orang tua bnyk yg datang, dan besok pasti kampus penuh bungaa.. selamat bgi yg wisudaa. ... http://t.co/iOqhsUef;Fri;Nov;23;9;38;10;2012;0.0
14687;"@fatin_auni: Kalo ade button delete kan senang..haishh"cm mrah je bnyinye..;Fri;Nov;23;9;38;23;2012;0.0
14688;Suka yg ketat" jugaa --&gt;RT @nasibnyaRyan: bner2 dah ketatnya :3 RT @ldranfrza The schedule is tight. Kek dressnya tante olla that night.;Fri;Nov;23;9;38;54;2012;0.5106
14689;@adnanbagus bagus bego soal ada 56 tapi jawabnya sampe 60 haha;Fri;Nov;23;9;40;58;2012;0.4588
14690;Doraemon @AhSpeakDoang #CumaNanya film yg bnyk disukai orang karena lucu?;Fri;Nov;23;9;42;52;2012;0.0
14691;Brrti israel btul ada bkg bgtu  ;) amos so bernubuat. So tllu bnya dorang p salah kote @CalvcalvinLB: 1. Amos 1:8 : And I'll cut off the inh;Fri;Nov;23;9;43;19;2012;-0.0516
14692;Gimana nasibnyaahh pulang ini kalo banjir (<U+06F3>°<U+0414>°)<U+06F3>, peruma banjir tamci apalagi (<U+02D8><U+0329><U+0329><U+0329>~<U+02D8><U+0329><U+0329><U+0329><U+01AA>);Fri;Nov;23;9;43;30;2012;0.0
14693;Ciyus? Miapah? RT"@WeAreTwihards: Tau gak-_-??????masa pas td aku dikelas kata guru mtk ku jacobnya;Fri;Nov;23;9;48;28;2012;0.0
14694;SI DOEL KAMPRET :-D RT @GePamungkas: Anak ajaibnya Joshua ya?? Hmm.. "Anak Ajaib... (cont) http://t.co/u2B8z8h1;Fri;Nov;23;9;49;51;2012;0.659
14695;bnyak hubungannya ko wkwk RT @indrithendy: Apa hubungannya ? RT fufuhsam: nunggu disuruh dulu apa sama gua wkwk RT @indrithendy;Fri;Nov;23;9;49;58;2012;0.0
14696;@NickyRosandi gw gak paham itu org blm ada yg bunuh,ato slamet2 aja gt dijalan,stlh merusak kuping org bnyk cckckck..;Fri;Nov;23;17;45;5;2012;0.2732
14697;RT @PandaChomell: bnyak nyeeeee nyamokk -.-';Fri;Nov;23;17;46;2;2012;0.0
14698;@aaikky @enotalfian hahahha,,,jgn bnyk omong kalian..tantio sama bebet ngomong mau ke jogja tp gk jadi juga.;Fri;Nov;23;17;46;49;2012;0.0
14699;@CitiFire <U+0434><U+0430><U+0432><U+0430><U+0439>, <U+043D><U+0430><U+043F><U+0438><U+0448><U+0438> <U+043C><U+043D><U+0435> <U+0435><U+0433><U+043E>!;D;Fri;Nov;23;17;47;25;2012;0.0
14700;itu sih masoh 1 lmari ada lg lmari 1 lg msih bnyak barang2 yg mau di bawa plg kerumah krna cm bsa bkin sempit;Fri;Nov;23;17;52;17;2012;0.0
14701;@enderiserc ah jng, lo ajj biar bnyak followers :D;Fri;Nov;23;17;52;37;2012;0.6166
14702;aku bgy nasihat ja, BODOH. sbub aku baca bnyk sgt tweet feeling. grrrr;Fri;Nov;23;17;54;16;2012;0.128
14703;@Darma_Wulann aku bnyk kali kene. Susah nk puaskan hati org. Tp balik pk, buatpa kan . Chill. Its your life, enjoy it with proud mannn ;);Fri;Nov;23;17;54;57;2012;0.802
14704;Kbnyakan dosa dii jd gbs hhaa "@NurHadiKusumo: Kok ga bisa retweet ya -___-"";Fri;Nov;23;18;3;36;2012;0.0
14705;RT @hairikinda: Awak, saya tak sanggup kehilangan awak. Sebabnya saya sangat sayangkan awak. Tolong fahami saya :'(;Fri;Nov;23;18;4;52;2012;-0.4939
14706;Wkwkwk namanya jg pemain tertua d laliga "@Mhelki_V2G: Masa makin bnyk laga hahaha RT @anie_dayon: Tua tua makin apa ya :))";Fri;Nov;23;18;8;28;2012;0.5574
14707;#ff @gent_nigel @bannblue @1cornishblue @blueoldgit @TRUE_BLUE_RISIN @KippaxKing76 @kippax78 @MCFChampions @CitizenStuart @MCFC_UK;Fri;Nov;23;18;9;1;2012;0.0
14708;Ada latian paskibnya nggak ka ? @noviasahurina gak latihan teater gara-gara sakit ,;Sat;Nov;24;2;5;59;2012;0.0
14709;RT @Citilink: Sekali lagi kami mohon maaf atas ketidaknyamanan yang dialami. Terima kasih :) - K;Sat;Nov;24;2;9;57;2012;0.4588
14710;@Indra_kadut @wisnu_hn kalian tau ga bahasa arabnya wajah kalian?;Sat;Nov;24;2;10;43;2012;0.0
14711;RT @ThirdLooks: Download the @CitiesAviv mixtape Black Pleasure FREE this Black Friday. You won't regret it http://t.co/hZ9hf05X @mishkanyc;Sat;Nov;24;2;10;44;2012;0.8769
14712;hdup mmg perlukan bnyk pngorbanan utk memuaskan hati org..wlau hati sndiri sakit..;Sat;Nov;24;2;11;34;2012;0.0
