"","Tweets","Language","Follower","favourites_count","friends_count","statuses_count","time_zone","id_str","location","coordinates","retweet_count","id_str_tweet","in_reply_to_status_id_str","Weekday","Month","DayOfMonth","Hour","Min","Sec","Timezone","Year"
"1172","RT @ZijusCrohnem: Mohlo by to být zajímavé. http://t.co/MLFoiKHy #crohnovanemoc #ulceroznikolitida #lecba","en","162","146","343","313","Prague","128371382","Pilsen, Czech Republic",NA,"0","265531944861843456",NA,"Mon","Nov","05","19","12","03","+0000","2012"
"1173","RT @candacecbure: I love you too. God bless you  RT @82JOSEPH: @candacecbure you and your gay hating ugly brother make me sick you still ...","en","291","231","235","11242","Eastern Time (US & Canada)","36266763","Greensboro, NC",NA,"45","265653923635937280",NA,"Tue","Nov","06","03","16","45","+0000","2012"
"1174","@becbizsupport luckily ours just pass through, don't think I could handle one in residence!","en","218","90","354","237","Brisbane","130800699","Bongeen, QLD, Australia",NA,"0","265783691215790080","265557751843917826","Tue","Nov","06","11","52","24","+0000","2012"
"1175","@Lorenecb491 A fairly big day before us nowadays, 180km from Ght Anau to Crown range!","en","91","0","94","949",NA,"588984651","Richmond",NA,"0","265785377305018368",NA,"Tue","Nov","06","11","59","06","+0000","2012"
"1176","@ABFalecbaldwin.4hrs to go,The Republican's are Feeling decidely Uneasy..Exit Polls read Bad News..Gov. Christie is ""Comfort"" Eating Already","en","19","1","32","1628",NA,"166840277","Hamilton.Scotland.",NA,"0","265917854409437184",NA,"Tue","Nov","06","20","45","31","+0000","2012"
"1177","@Erecboer sarcastisch dup","en","225","5","225","40201","Amsterdam","234878991","op 't veld",NA,"0","164235535458631680","164235237923110914","Tue","Jan","31","06","36","17","+0000","2012"
"1178","@JusMe_AD RT & DOWNLOAD NEW SINGLE BY @IAmRichFella ""GUTTA BITCH"" Ft.  @Taz_Da_Realist & @RSKING6 #NBG http://t.co/ajt2Vnza","en","3488","8","2412","58248","Central Time (US & Canada)","176943863","blackheartcity",NA,"0","164236923794243584","164236589529178112","Tue","Jan","31","06","41","48","+0000","2012"
"1179","RT @ABFalecbaldwin: You know your party's in trouble when you read this:


A: The rape guy lost.

B: Which one?","en","510","52","282","1087","Eastern Time (US & Canada)","27676663","",NA,"5682","266039212405575680",NA,"Wed","Nov","07","04","47","45","+0000","2012"
"1180","RT @ABFalecbaldwin: Karl Rove:

""I had my keys here a minute ago...""","en","55","6","99","71","Eastern Time (US & Canada)","302350269","New York",NA,"124","266039283712929792",NA,"Wed","Nov","07","04","48","02","+0000","2012"
"1181","@ABFalecbaldwin They do a pretty good job of doing that themselves.","en","127","59","231","10335","Eastern Time (US & Canada)","33072044","Blacksburg, VA",NA,"0","266039405339344896","266039297373782016","Wed","Nov","07","04","48","31","+0000","2012"
"1182","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","333","154","224","23883","Pacific Time (US & Canada)","50939742","",NA,"147","266039560507637760",NA,"Wed","Nov","07","04","49","08","+0000","2012"
"1183","@ABFalecbaldwin and also Donald Trump.","en","946","709","1264","14574","Caracas","84634823","Le Méxique/Caracas",NA,"0","266039950573727744","266039297373782016","Wed","Nov","07","04","50","41","+0000","2012"
"1184","RT @sarahdingeeee: @mollystarks @Anniecb9 Mike Broda-Don Dingee 2016 #donttreadonme (hopefully my grandpa can kick for a few more years)","en","255","312","362","5353","Quito","28016402","",NA,"0","266039954776412161",NA,"Wed","Nov","07","04","50","42","+0000","2012"
"1185","@alecbroderick congress won't approve. <ed><U+00A0><U+00BD><ed><U+00B8><U+0086>","en","209","1377","123","10056","Quito","23872972","Pluto",NA,"0","266040013517643776","266039879652233221","Wed","Nov","07","04","50","56","+0000","2012"
"1186","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","134","1834","342","2870","Hawaii","726346069","Up in you",NA,"347","266040021897859072",NA,"Wed","Nov","07","04","50","58","+0000","2012"
"1187","RT @ABFalecbaldwin: I wonder what the Koch Bros will buy tomorrow to get over this?

Lincoln Center?

Alaska?

Saturn?","en","41","3","183","23",NA,"277225444","",NA,"1206","266040038683471873",NA,"Wed","Nov","07","04","51","02","+0000","2012"
"1188","RT @ABFalecbaldwin: I wonder what the Koch Bros will buy tomorrow to get over this?

Lincoln Center?

Alaska?

Saturn?","en","27","2","200","203",NA,"612156438","263 N. Woodruff, IF, ID 83404",NA,"1212","266040084824989696",NA,"Wed","Nov","07","04","51","13","+0000","2012"
"1189","RT @ABFalecbaldwin: You know your party's in trouble when you read this:


A: The rape guy lost.

B: Which one?","en","6","2","54","217",NA,"269035875","",NA,"5738","266040265163280384",NA,"Wed","Nov","07","04","51","56","+0000","2012"
"1190","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","485","773","1110","29350","Pacific Time (US & Canada)","15773072","Los Angeles, CA",NA,"451","266040437146529793",NA,"Wed","Nov","07","04","52","37","+0000","2012"
"1191","@ABFalecbaldwin 
Karl Time to say Bye Bye","en","7","0","23","14","Central Time (US & Canada)","16372008","Massachusetts",NA,"0","266040487448817665","266038346063699970","Wed","Nov","07","04","52","49","+0000","2012"
"1192","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","40","20","319","237","Quito","65811363","",NA,"463","266040495837442049",NA,"Wed","Nov","07","04","52","51","+0000","2012"
"1193","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","81","122","735","2011","Central Time (US & Canada)","45230755","Mobile Alabama",NA,"484","266040592318988290",NA,"Wed","Nov","07","04","53","14","+0000","2012"
"1194","friendly reminder that your behavior today is exactly why no one likes you @littlecbeadles @godsgirl8494","en","2198","90","322","12724","Mountain Time (US & Canada)","222656454","fabber than u",NA,"0","266040680420347904",NA,"Wed","Nov","07","04","53","35","+0000","2012"
"1195","RT @ABFalecbaldwin: You know your party's in trouble when you read this:


A: The rape guy lost.

B: Which one?","en","1001","22874","2000","53572","Eastern Time (US & Canada)","203058745","I'm from The Internet",NA,"5768","266040764302233600",NA,"Wed","Nov","07","04","53","55","+0000","2012"
"1196","rednecks @littlecbeadles @godgirl8494","en","818","1778","258","18474","Central Time (US & Canada)","350592984","getting $$$",NA,"0","266040957240225793",NA,"Wed","Nov","07","04","54","41","+0000","2012"
"1197","RT @ABFalecbaldwin: I wonder what the Koch Bros will buy tomorrow to get over this?

Lincoln Center?

Alaska?

Saturn?","en","97","5389","309","4925","Pacific Time (US & Canada)","162708536","Portland, OR",NA,"1290","266040965624639489",NA,"Wed","Nov","07","04","54","43","+0000","2012"
"1198","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","652","88","555","24016",NA,"117606980","DMV",NA,"561","266041041092767745",NA,"Wed","Nov","07","04","55","01","+0000","2012"
"1199","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","189","1415","134","4506","Central Time (US & Canada)","54245069","",NA,"610","266041317929414656",NA,"Wed","Nov","07","04","56","07","+0000","2012"
"1200","RT @ABFalecbaldwin: I wonder what the Koch Bros will buy tomorrow to get over this?

Lincoln Center?

Alaska?

Saturn?","en","2","2","116","20",NA,"481721752","",NA,"1329","266041468911775747",NA,"Wed","Nov","07","04","56","43","+0000","2012"
"1201","RT @ABFalecbaldwin: Fox News is hurting the Republican Party.....","en","282","345","264","5724","Pacific Time (US & Canada)","106162320","san francisco bay area",NA,"673","266041900941844481",NA,"Wed","Nov","07","04","58","26","+0000","2012"
"1202","#USvotecbc Great job calling the election so early! American TV will try to keep people in suspense and fear for as long as they can","en","357","11","736","3664","Eastern Time (US & Canada)","42930558","Peterborough Ontario Canada",NA,"0","266041947083374593",NA,"Wed","Nov","07","04","58","37","+0000","2012"
"1203","RT @ABFalecbaldwin: I wonder what the Koch Bros will buy tomorrow to get over this?

Lincoln Center?

Alaska?

Saturn?","en","28","47","77","947","Pacific Time (US & Canada)","35880168","Hollywood via HockeyTown",NA,"1359","266042098074152962",NA,"Wed","Nov","07","04","59","13","+0000","2012"
"1204","@ABFalecbaldwin they called Ohio first,  boy are they biased. Plus highest rated news network. How does that hurt?","en","832","14","2001","21712","Central Time (US & Canada)","56287225","Birmingham, Alabama",NA,"0","266042395869724672","266039297373782016","Wed","Nov","07","05","00","24","+0000","2012"
"1205","RT @candacecbure: @TheNeilJackson reading it that way.... Yes it sounds perfect. Where's Mary Kate K when you need her? Oh I miss Summer","en","83","400","892","8851","Quito","317562323","",NA,"0","266043129889693696",NA,"Wed","Nov","07","05","03","19","+0000","2012"
"1206","RT @ABFalecbaldwin: You know your party's in trouble when you read this:


A: The rape guy lost.

B: Which one?","en","114","2","449","2754","Central Time (US & Canada)","238653569","Appleton, WI",NA,"5888","266043536737202176",NA,"Wed","Nov","07","05","04","56","+0000","2012"
"1207","RT @ABFalecbaldwin: @realdonaldtrump. 

You trust the voters when they choose The Apprentice.

But not now?","en","23","2","187","26",NA,"81215919","Las Vegas, NV",NA,"539","266043574485917697",NA,"Wed","Nov","07","05","05","05","+0000","2012"
"1208","RT @PaulLetourneau: If Romney wins I worry for the children, women and big bird in the US. According to him they won't exist. #usvotecbc","en","169","1837","77","11989","Mountain Time (US & Canada)","502015722","Edmonton",NA,"5","266043662553718785",NA,"Wed","Nov","07","05","05","26","+0000","2012"
"1209","Might be that they call Colorado to end the debate tonight - even with Florida, Ohio and Virginia he can't win without it #usvotecbc","en","269","1","296","1330","Eastern Time (US & Canada)","37912157","Ottawa, Ontario, Canada",NA,"0","266043884860239873",NA,"Wed","Nov","07","05","06","19","+0000","2012"
"1210","RT @heresthething: RT @RamonaLeigh: I listen via @Stitcher.  RT @ABFalecbaldwin: This week, I talk with actor/author Andrew McCarthy...  ...","en","997815","11","248","8857","Quito","288452305","Twitter page of AB Foundation",NA,"0","266044295910400001",NA,"Wed","Nov","07","05","07","57","+0000","2012"
"1211","RT @ABFalecbaldwin: @realdonaldtrump. 

You trust the voters when they choose The Apprentice.

But not now?","en","200","270","538","3974","London","26463940","",NA,"586","266044631450542080",NA,"Wed","Nov","07","05","09","17","+0000","2012"
"1212","#Usvotecbc time to go to bed and stop jockeying to be on late night news, folks.","en","32","1","95","20",NA,"17060162","St. John's, NL",NA,"0","266044698563579904",NA,"Wed","Nov","07","05","09","33","+0000","2012"
"1213","The other day saw a picture of Mitt lifting a box. Might've been the first time he's ever lifted anything. Man he looked awkward. #usvotecbc","en","24","0","174","361",NA,"348066406","Hamilton",NA,"0","266044916654817280",NA,"Wed","Nov","07","05","10","25","+0000","2012"
"1214",".@ABFalecbaldwin ever since they jumped on/led the tea party bullshit leading up to 2008 election","en","360","71","390","3158","Alaska","8170712","#ANC",NA,"0","266044992164859904","266039297373782016","Wed","Nov","07","05","10","43","+0000","2012"
"1215","@Maddiecb17 the point is i was brought up like that..if you knew my parents, trust me, you would understand. Love ya too","en","112","501","151","600",NA,"820764546","Walnut Creek, CA",NA,"0","266045042475544576","266044689503891456","Wed","Nov","07","05","10","55","+0000","2012"
"1216","RT @heresthething: RT @RamonaLeigh: I listen via @Stitcher.  RT @ABFalecbaldwin: This week, I talk with actor/author Andrew McCarthy...  ...","en","38","10","167","1655",NA,"817251602","",NA,"2","266045281563447298",NA,"Wed","Nov","07","05","11","52","+0000","2012"
"1217","@skalafat alcaz mecbur bide bu eksikti","en","129","0","201","796","Greenland","225475649","",NA,"0","266165137994551296","266164808150286337","Wed","Nov","07","13","08","08","+0000","2012"
"1218","RT @ABFalecbaldwin: You know your party's in trouble when you read this:


A: The rape guy lost.

B: Which one?","en","7","5","30","2",NA,"869042816","",NA,"7254","266169021894905856",NA,"Wed","Nov","07","13","23","34","+0000","2012"
"1219","RT @juann_andrew: Poor Chelsea <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> http://t.co/BIecbWEU","en","170","1804","130","22121","Pacific Time (US & Canada)","381314915","@iStalkRed11 Follows you",NA,"4","266302371431325696",NA,"Wed","Nov","07","22","13","27","+0000","2012"
"1220","#subtweet sony xperia u20i http://t.co/6OecbOyI","en","0","0","0","306",NA,"760944896","",NA,"0","266427340685443072",NA,"Thu","Nov","08","06","30","02","+0000","2012"
"1221","RT @BBCBreaking: The European Central Bank holds benchmark #eurozone interest rate at the record low of 0.75% http://t.co/gKFLf1Fe #ecb","en","3335","0","3313","33194","Eastern Time (US & Canada)","75944553","NY",NA,"96","266554172244127744",NA,"Thu","Nov","08","14","54","01","+0000","2012"
"1222","RT @FXStefan: Draghi: Euro Economic Outlook Not Improving: The European Central Bank expects the euro zone economy to remain p... http:/ ...","en","757","0","640","586","Central Time (US & Canada)","359010073","London",NA,"1","266554511986941952",NA,"Thu","Nov","08","14","55","22","+0000","2012"
"1223","@becbrown_x snap, they was the good eld dayyyys","en","126","0","307","486",NA,"64002492","Liverpool",NA,"0","266675895144701952","266675733999534081","Thu","Nov","08","22","57","42","+0000","2012"
"1224","@SaRlll_ mecbur :)","en","72","7","89","509","Istanbul","118629586","Lo",NA,"0","266676037784567808","266675852039819264","Thu","Nov","08","22","58","16","+0000","2012"
"1225","RT @laurennkaylaa: @jordanmcclure15 @misslyssabrooke @becbatchelder @laineynicole_ @kkappuss @haleybrooke226 Awh, I love you guys so much! <U+2764>","en","129","15","204","2481","Eastern Time (US & Canada)","423876495","",NA,"1","266678537568788481",NA,"Thu","Nov","08","23","08","12","+0000","2012"
"1226","Wait, the Euro Is Still Irreversible, Isn<U+0092>t it?: In his post-meeting speech Thursday, European Central Bank P... http://t.co/2c0XLH8n $$","en","2280","0","2640","344523","Berlin","110246829","Europe",NA,"0","266681750409859073",NA,"Thu","Nov","08","23","20","58","+0000","2012"
"1227","#ff @Zopa @wordpress @themeZee @JaxMusic @irvingcreations @iandicksonbiz @HSBC_UK_Online @Soton_Events @JustEat_UK @Dropbox #twends","en","201","4","126","3762","London","115905127","UK, South coast",NA,"0","266809701843472384",NA,"Fri","Nov","09","07","49","24","+0000","2012"
"1228","RT @DjASHBA: Congrats to @becbecbobec for becoming the female spokesperson for @BullyVille ! Welcome to the team!","en","228","3022","185","8432","Athens","705349195","France..No better: AshbaWorld",NA,"110","266810746241957888",NA,"Fri","Nov","09","07","53","33","+0000","2012"
"1229","@prinecbelloadex done","en","467","292","259","4229",NA,"347749694","On a Quest to take Ova d World",NA,"0","266811111150608384","266810927591063552","Fri","Nov","09","07","55","00","+0000","2012"
"1230","@beadlesbabe247 @littlecbeadles YOU TOOK YOUR TIME WITH THE CALL <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>","en","490","7540","350","17813","Quito","133037322","kentucky",NA,"0","267059330048745472","267058842695786497","Sat","Nov","10","00","21","20","+0000","2012"
"1231","FFS @katebanks11 ! http://t.co/i3AnSTSz","en","21067","70","198","26102","Amsterdam","205295459","London/ Leicester",NA,"0","267065223020691456",NA,"Sat","Nov","10","00","44","46","+0000","2012"
"1232","RT @tturenc: Sedat Simavi yillarca önce gazetecilere su tavsiyede bulunmustu: ""Mecbur olursan kalemini kir ama sakin satma.""","en","38","2","128","1907","Istanbul","275694875","ANKARA",NA,"10","164363960848625666",NA,"Tue","Jan","31","15","06","36","+0000","2012"
"1233","Hahahahahahaha ""@intimatebanky: Na wa oo.......Ow can dis 1 say ' d beat of d songs look alike'""","en","2104","271","1844","18615","Pacific Time (US & Canada)","140426422","Paris",NA,"0","267317883732885506",NA,"Sat","Nov","10","17","28","44","+0000","2012"
"1234","RT @ABFalecbaldwin: Some days, I learn from Twitter.

Other days....","en","45","55","84","1390","Quito","58579131","Warwick RI",NA,"132","267321427919773696",NA,"Sat","Nov","10","17","42","49","+0000","2012"
"1235",": <U+0642><U+0627><U+0639><U+062F><U+0647> <U+0627><U+062D><U+0627><U+0648><U+0644> <U+0627><U+0642><U+0644><U+062F> <U+062A><U+0648><U+0642><U+064A><U+0639> <U+0627><U+0645><U+064A> <U+0628><U+0633> <U+0645><U+0627><U+0636><U+0628><U+0637> <U+0645><U+0639><U+064A> <U+263A> ! http://t.co/Dssecboc""","en","31","1","74","77",NA,"933043723","",NA,"0","267574415749963777",NA,"Sun","Nov","11","10","28","06","+0000","2012"
"1236","@elliecbt97 okay thankyou, I tweeted you without putting your name in it ahaa, I looked like a twat","en","154","5","197","694",NA,"515764185","whitstable",NA,"0","267702945989160961","267700602627317760","Sun","Nov","11","18","58","50","+0000","2012"
"1237","RT @FootballFunnys: RT if you've ever tried! http://t.co/ecbHivB9","en","79","0","245","1238",NA,"374660313","Durban",NA,"551","267832294126002176",NA,"Mon","Nov","12","03","32","49","+0000","2012"
"1238","@Lecbreezy @ibynzs001 @LepsxD matik na yun lec. ;D","en","77","18","227","1062","Beijing","525282557","",NA,"0","267956156109041664",NA,"Mon","Nov","12","11","45","00","+0000","2012"
"1239","@ABFalecbaldwin can I get a RT Happy Bday for my BFF Denise? BIG 40! Demographically challenged and loving/loathing it in MO! Thnk ya kndly","en","12","225","47","342",NA,"248457214","",NA,"0","267959029215678464",NA,"Mon","Nov","12","11","56","25","+0000","2012"
"1240","RT @pandom_: RT @ecbanks: Win a copy of the Juniper MX Series book by @douglashanksjr &amp; Harry Reynolds. http://t.co/Ags2VoQz","en","20067","4","3170","3983","Pacific Time (US & Canada)","14775374","Sunnyvale, California",NA,"0","268215385084526592",NA,"Tue","Nov","13","04","55","05","+0000","2012"
"1241","RT @cecbxo: It's titty tuesday","en","232","271","330","4358","Atlantic Time (Canada)","379397114","",NA,"2","268339561644568577",NA,"Tue","Nov","13","13","08","31","+0000","2012"
"1242","RT @jessecbrooks: BREAKING: Hornets trade Hakim Warrick for Bobcats guard Matt Carol.","en","698","32","1648","29805","Central Time (US & Canada)","30768269","Gulf Coast",NA,"0","268466124771966976",NA,"Tue","Nov","13","21","31","26","+0000","2012"
"1243","@becbecbobec Please Becca, show this to HeMo: ""Save Brittana"" Project video http://t.co/NPwVrSIG","en","9","19","78","1225","Greenland","37176334","",NA,"0","268466284134547456",NA,"Tue","Nov","13","21","32","04","+0000","2012"
"1244","RT @anabiritanika: Devam Zorunlulugu: Insanlarin yanlarinda dev bir .. tasima mecburiyeti.","en","299","40","170","9169","Istanbul","272921869","Istanbul",NA,"32","268466745524768770",NA,"Tue","Nov","13","21","33","54","+0000","2012"
"1245","@littlecbeadles <ed><U+00A0><U+00BD><ed><U+00B8><U+008C> Christian","en","111","1196","571","2449","Central Time (US & Canada)","364620248","at my computer stalking peeps",NA,"0","268468913996697600",NA,"Tue","Nov","13","21","42","31","+0000","2012"
"1246","RT @nykolecb: #bieberfact Justin is the youngest person under 18 to have 3 #1 albums in Billboard history. RT if ur proud of him <U+2665>","en","50","3","398","2181","Central Time (US & Canada)","152134665","",NA,"1","164487122412253184",NA,"Tue","Jan","31","23","16","00","+0000","2012"
"1247","@littlecbeadles Christian(: most people knew him cause of Justin, but i knew him with out Justin, & i love them both(: http://t.co/7t9BoKss","en","787","30","1011","1495","Eastern Time (US & Canada)","351334787","New York(:",NA,"0","164489123099455488",NA,"Tue","Jan","31","23","23","58","+0000","2012"
"1248","@gansterboyecb kom anders whatsapp x","en","140","22","250","7328","Pacific Time (US & Canada)","104900622","Overal",NA,"0","268723059454791680","268722120702451712","Wed","Nov","14","14","32","24","+0000","2012"
"1249","@becbindz miss you too babessssss","en","624","133","383","3231",NA,"35882035","London/Leeds, UK",NA,"0","268723898319794176","268701167423471616","Wed","Nov","14","14","35","44","+0000","2012"
"1250","terimakasihh teteh :) RT @wikecb: mengeces Followed mengeces :))","en","554","324","483","26292","Paris","63949089","Hilang ketiup angin.",NA,"0","268726733665099776",NA,"Wed","Nov","14","14","47","00","+0000","2012"
"1251","Suffolk lim. Eng. profic. residents say THANK YOU @suffexecbellone for lang. acc. exec order. #govtforall @LuisMontes http://t.co/b94OQsZ8","en","220","2","383","1226",NA,"423163653","Long Island, NY",NA,"0","268848271999528960",NA,"Wed","Nov","14","22","49","57","+0000","2012"
"1252","RT @ABFalecbaldwin: I shot @nbc30rock in Central Park today with the one and only 
Elaine Stritch!!! http://t.co/kNjGzCPF","en","223","90","72","9711","Eastern Time (US & Canada)","17627756","Location, Location",NA,"105","268849496757260288",NA,"Wed","Nov","14","22","54","49","+0000","2012"
"1253","@buribaker anlatmaya mecbur mu?","en","1231","89","191","9016","Mountain Time (US & Canada)","277512490","",NA,"0","268851606475378688","268850387824558080","Wed","Nov","14","23","03","12","+0000","2012"
"1254","@becburleigh LOVE YOU <ed><U+00A0><U+00BD><ed><U+00B8><U+009D><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>","en","195","42","192","1359","Quito","326894970","",NA,"0","268852546003685378","268844864458854401","Wed","Nov","14","23","06","56","+0000","2012"
"1255","RT @iNiallerBitches: Answer a question of mine. http://t.co/MK9secbg","en","126","129","463","412","London","565302557","Bideford, Devon",NA,"1227","268981671821451264",NA,"Thu","Nov","15","07","40","02","+0000","2012"
"1256","RT @iAmBonezy: RT @ZellLovelace_: Shower sex... In a council flat? Mate that's a health hazard&lt; hechjecbje","en","177","92","156","8245","Hawaii","147651969","stalker. ",NA,"0","268983349568217089",NA,"Thu","Nov","15","07","46","42","+0000","2012"
"1257","@becbunny I see. I really need to see you at school more. :) lol","en","58","2299","101","5431","Pacific Time (US & Canada)","178253834","",NA,"0","268984792396222464","268983787688431616","Thu","Nov","15","07","52","26","+0000","2012"
"1258","Evidence points to no security risk in Petraeus affair: WASHINGTON (Reuters) - Classified material kept by the w... http://t.co/Fgecbfye","en","120","68","156","14837",NA,"551171765","",NA,"0","269229165155336192",NA,"Fri","Nov","16","00","03","29","+0000","2012"
"1259","ECB risks inflation remit if supervises banks: Weidmann: FRANKFURT (Reuters) - Putting the European Central Bank... http://t.co/Fi7xK9WQ","en","4480","0","1398","23383","Cairo","102682620","Beirut, Lebanon",NA,"0","269353773732864000",NA,"Fri","Nov","16","08","18","38","+0000","2012"
"1260","RT @GetOnTVN: #crackfile for tomorrow: @GatorGately Sr6#4, (the rest Sandown) @thesharktweet r4#6, @MFelgatecbet r9#6, @JaseRicho &amp;  ...","en","39","1","75","508",NA,"327898388","melbourne",NA,"5","269354948100231168",NA,"Fri","Nov","16","08","23","18","+0000","2012"
"1261","@becbecnewms feel better already!;) ahw, thanks Newman!:)&lt;3","en","67","71","95","382","Amsterdam","231793759","Wedmore, Somerset",NA,"0","269479397311004672","269479304189075457","Fri","Nov","16","16","37","49","+0000","2012"
"1262","A greek god is in the caf #hecansitwithus #please #marryme @ecbritt7 @caryalmes","en","704","6300","530","27332","Eastern Time (US & Canada)","31234639","Below the Mason-Dixon line",NA,"0","269481398010802176",NA,"Fri","Nov","16","16","45","46","+0000","2012"
"1263","RT @becbecbobec: After 3+ years with my iPhone 3G...I said goodbye to the old girl today. May she love her new home in the trash bin on  ...","en","388","177","193","17775","Hong Kong","78236228","Pearl of the Orient Seas",NA,"39","269612767785406464",NA,"Sat","Nov","17","01","27","47","+0000","2012"
"1264","RT @FootballFunnys: RT if you've ever tried! http://t.co/ecbHivB9","en","484","93","681","5417","Beijing","472888321","Everywhere.",NA,"986","269613774422568960",NA,"Sat","Nov","17","01","31","47","+0000","2012"
"1265","“@ABFalecbaldwin: I will never have a better job than this.

@nbc30rock” Although teaching tomorrow's artists comes in at a close second","en","113","878","324","794","Quito","57767717","New York",NA,"0","269615162758156288",NA,"Sat","Nov","17","01","37","18","+0000","2012"
"1266","Aaron Sorkin's Steve Jobs film will be a play in three scenes - Apple ... http://t.co/jecbFMj7","en","13373","0","4795","39739","Pacific Time (US & Canada)","30812772","San Francsico",NA,"0","269863037719179264",NA,"Sat","Nov","17","18","02","16","+0000","2012"
"1267","@Specbubble tbh I find some stuff in my iTunes library that I have no recollection of even buying/ hearing - maybe I have an evil twin? #odd","en","148","72","70","9456","Edinburgh","8817932","Crookes S10",NA,"0","269863218057453568","269862100279635969","Sat","Nov","17","18","02","59","+0000","2012"
"1268","RT @lillbecbec: I miss playing with @juliiia_D @CourtSheaa and #sofie <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> <U+26BD>#RipXtreme #LongLiveToma","en","387","3523","272","9651","Quito","149208995","",NA,"1","269867257176420357",NA,"Sat","Nov","17","18","19","02","+0000","2012"
"1269","@JohnnyRocketMan @alecbaldwin Aha...he would be perfect for J Bond !!","en","64","4","67","2172",NA,"231211481","Rotterdam/Capelle",NA,"0","164621080097599488","164620662646910976","Wed","Feb","01","08","08","18","+0000","2012"
"1270","RT @TheRealPsanders: godsgirl8484 littlecbeadles and I at my birthday party http://t.co/A2ETeFhS","en","792","1739","186","44845","Quito","279341135","rocketown. ",NA,"1","269999180636905472",NA,"Sun","Nov","18","03","03","15","+0000","2012"
"1271","@thecb0mB no :( esme won't change the channel!!!! :( :( :(","en","160","27","469","12046","London","280572743","",NA,"0","270249324745732097","270249143396626432","Sun","Nov","18","19","37","14","+0000","2012"
"1272","RT @ecbaker12: This AP bio test tm is gonna be so hard #awesome","en","44","10","65","62","Atlantic Time (Canada)","464211207","",NA,"1","270375619420893184",NA,"Mon","Nov","19","03","59","05","+0000","2012"
"1273","“@PatricciaQ: @chezkauy @wowtristanlindo @ninybaby @gracecbng HAHAHAHAH YUHH, HE'S NOT YOU'RE TYPE =))))))” - EXACTLY ;)","en","177","272","133","5984","Alaska","147624946","Philippines",NA,"0","270506511044837376",NA,"Mon","Nov","19","12","39","12","+0000","2012"
"1274","@ttaner_06 valla mecbur bekliyorum neyse gece uzun yerim elbet :)","en","1416","95","1206","10227","Quito","324276844","Adana (<U+0693><U+05F2>)",NA,"0","270630175899779072","270629720704577536","Mon","Nov","19","20","50","36","+0000","2012"
"1275","@ABFalecbaldwin @irelandbbaldwin not true!!! It's @StewLeonards byyy far!!!!","en","400","209","358","4151","Central Time (US & Canada)","110181074","NYC",NA,"0","270632356971442176","270631046821859330","Mon","Nov","19","20","59","16","+0000","2012"
"1276","RT @ecbou: En tot cas, l'esquerra catalana ha de ser capaç d'oferir alternativa, no conformar-se a ser peó sacrificable. Fem @NovaEsqCat ...","en","165","6","331","230",NA,"189272518","Barcelona",NA,"2","270632717660602371",NA,"Mon","Nov","19","21","00","42","+0000","2012"
"1277","@melekulukaya @duzenlimtn @ozmenserkan @yasecbo haftaici is cikisi olursa ben topkek yiyerek de sizabilirim koltukta:)bide cocuk pers gidio.","en","161","94","89","13392","Santiago","33678481","",NA,"0","270633418109370368",NA,"Mon","Nov","19","21","03","29","+0000","2012"
"1278","@ABFalecbaldwin AMA reminded me of a cheap porn~Evil Witches!4 Godz sake Dick Clarks wife was shocked~Threw Up my popcorn at TV,*NASTY*KIDZ!","en","4","2081","187","5809","Central Time (US & Canada)","525540973","*****BothWorldsAreTheSame*****",NA,"0","270634030498713601",NA,"Mon","Nov","19","21","05","55","+0000","2012"
"1279","RT @ABFalecbaldwin: “@dadshirts: @ABFalecbaldwin what is this Wegman's?”

What is Wegman's, you ask?

It's the supermarket up in Heaven....","en","625","24","1568","15881","Central Time (US & Canada)","75125385","Milwaukee",NA,"9","270634944861192194",NA,"Mon","Nov","19","21","09","33","+0000","2012"
"1280","@georgiecbr hahahha they look scarily like my real nipples!","en","441","119","399","16809",NA,"218544821","",NA,"0","270887622317064194","270875204991987712","Tue","Nov","20","13","53","36","+0000","2012"
"1281","@jessiecbunting I MISS YOU MORE lets go back!!!","en","277","818","272","2037","Eastern Time (US & Canada)","208082571","South Carolina",NA,"0","270887731331203072","270602086520078338","Tue","Nov","20","13","54","02","+0000","2012"
"1282","RT @ABFalecbaldwin: Canada is lovely.

Canadians are lovely.","en","8","8","134","254",NA,"446693364","strathroy, ontario",NA,"365","270889119658426368",NA,"Tue","Nov","20","13","59","33","+0000","2012"
